,SETTLEMENTDATE,WIND_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,SOLAR_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,ROOFTOP_PV_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,HYDRO_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,OTHER_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,BLACK_COAL_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,BROWN_COAL_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,GAS_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,NETINTERCHANGE_IMPORT_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,COAL_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,COAL_GAS_OTHER_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,WIND_SOLAR_ROOFTOP_PV_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,WIND_SOLAR_HYDRO_ROOFTOP_PV_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,CURTAILMENT_SHARE:REGIONAL_ENERGY_SOURCES1:SA1,DEMAND_AND_NONSCHEDGEN:REGIONAL_ENERGY_SOURCES1:SA1,DEMAND_AND_NONSCHEDGEN_AND_ROOFTOP_PV:REGIONAL_ENERGY_SOURCES1:SA1
197,2022-03-29 16:25:00,32.8859525874,16.1563755169,39.732830426999996,0.0,1.63336458257,0.0,0.0,12.062142106700001,0.0,0.0,13.6955066892,88.7751585313,88.7751585313,-3.44708245835e-06,1067.11,1770.63232422
198,2022-03-29 16:30:00,30.5231019617,15.326095766199998,36.9787093281,0.0,1.58299126695,0.0,0.0,11.7252602853,4.408735002119999,0.0,13.3082515522,82.827907056,82.827907056,0.0,1155.15,1832.95202637
199,2022-03-29 16:35:00,35.2349145424,16.316308549000002,37.0231428863,0.0,1.66077411046,0.0,0.0,12.0316984063,0.0,0.0,13.6924725167,88.57436597780001,88.57436597780001,0.0,1102.19,1750.15075684
200,2022-03-29 16:40:00,36.4292706336,15.772277929200001,34.8831981702,0.0,1.65085335636,0.0,0.0,12.224087179000001,0.0,0.0,13.8749405353,87.08474673299999,87.08474673299999,0.0,1153.85,1771.96966553
201,2022-03-29 16:45:00,37.5101345235,15.3116834275,32.9319010249,0.0,2.33961858222,0.0,0.0,12.4429201122,1.29426041392,0.0,14.782538694400001,85.7537189759,85.7537189759,0.0,1198.07,1786.34844971
202,2022-03-29 16:50:00,38.2707428355,15.0095426257,31.181461953899998,0.0,2.97038027417,0.0,0.0,12.8791409187,1.7476979167400002,0.0,15.8495211928,84.4617474151,84.4617474151,0.0,1232.49,1790.92730713
203,2022-03-29 16:55:00,37.414285512199996,14.9718522735,30.0332579287,0.0,2.9922368473,0.0,0.0,13.315849894300001,2.72210319744,0.0,16.3080867416,82.4193957144,82.4193957144,0.0,1231.44,1760.03613281
204,2022-03-29 17:00:00,38.9393910326,14.63939043,28.2980759488,0.0,2.12194405632,0.0,0.0,12.688158299100001,3.5954507224800003,0.0,14.8101023554,81.87685741140001,81.87685741140001,-3.4629777550099997e-06,1263.75,1762.50500488
205,2022-03-29 17:05:00,38.2629404559,13.9567582551,26.558048362199997,0.0,3.01739311593,0.0,0.0,12.7110723144,8.786585675560001,0.0,15.7284654303,78.7777470732,78.7777470732,0.0,1301.74,1772.47467041
206,2022-03-29 17:10:00,39.745964456799996,13.4013733321,25.3394548715,0.0,0.8475535459610001,0.0,0.0,12.570648131099999,10.4748666024,0.0,13.4182016771,78.4867926604,78.4867926604,-3.4934437406e-06,1304.42,1747.1343689
207,2022-03-29 17:15:00,39.8469547975,12.786002829500001,23.9748533763,0.0,1.7472434118,0.0,0.0,12.8697446905,6.182560820959999,0.0,14.6169881023,76.6078110034,76.6078110034,0.0,1315.01,1729.70401001
208,2022-03-29 17:20:00,38.0252072667,11.8858476722,22.038669885700003,0.0,4.91307719038,0.0,0.0,14.963613083699999,10.1417842004,0.0,19.876690274,71.9497248246,71.9497248246,0.0,1367.85,1754.52365112
209,2022-03-29 17:25:00,38.6414454846,11.1602633176,20.533861616,0.0,4.44119986757,0.0,0.0,16.126546650399998,12.262377291500002,0.0,20.567746517899998,70.33557041819999,70.33557041819999,0.0,1387.99,1746.64331055
210,2022-03-29 17:30:00,40.3395130644,10.3734451889,18.961760089400002,0.0,5.65538098899,0.0,0.0,15.9222361074,14.4676525403,0.0,21.577617096399997,69.67471834279999,69.67471834279999,0.0,1413.05,1743.68304443
211,2022-03-29 17:35:00,41.9805961108,9.58894705508,17.5109828628,0.0,3.7753331991900003,0.0,0.0,16.1466411116,12.9895534162,0.0,19.9219743108,69.08052602869999,69.08052602869999,0.0,1425.35,1727.92697144
212,2022-03-29 17:40:00,42.9830952939,8.80790365476,16.1455300046,0.0,1.78471151756,0.0,0.0,16.9431014222,11.0769271029,0.0,18.7278129398,67.9365289533,67.9365289533,0.0,1425.77,1700.29101562
213,2022-03-29 17:45:00,44.0738669277,7.791380467480001,14.405870325699999,0.0,3.3405277228400005,0.0,0.0,19.4512841895,10.5911334179,0.0,22.791811912300002,66.27111772090001,66.27111772090001,0.0,1464.4,1710.86502075
214,2022-03-29 17:50:00,45.489992477,6.84780665844,12.7591073663,0.0,3.7172761141199993,0.0,0.0,23.2468369498,6.56330881773,0.0,26.964113063899998,65.0969065018,65.0969065018,0.0,1493.38,1711.78900146
215,2022-03-29 17:55:00,43.9714638031,5.8596827004400005,10.9773462826,0.0,6.12910473751,0.0,0.0,23.4424406686,4.603665760219999,0.0,29.5715454061,60.8084927862,60.8084927862,0.0,1543.7,1734.052948
216,2022-03-29 18:00:00,46.247613907399995,5.12422834189,9.59334235518,0.0,5.89513306467,0.0,0.0,25.955059382199998,12.554920266400002,0.0,31.8501924469,60.965184604499996,60.965184604499996,0.0,1529.47,1691.76696777
217,2022-03-29 18:05:00,49.3484408125,4.33301733607,8.71089963828,0.0,1.3632514209,0.0,0.0,26.994633718000003,6.82616881245,0.0,28.3578851389,62.39235778689999,62.39235778689999,0.0,1506.38,1650.12033081
218,2022-03-29 18:10:00,48.911164290100004,3.47534279372,7.589954080519999,0.0,1.9390812013299998,0.0,0.0,29.074409181799997,7.12105726954,0.0,31.0134903831,59.976461164300005,59.976461164300005,0.0,1524.15,1649.33369446
219,2022-03-29 18:15:00,47.9107615255,2.61460811457,6.31027194735,0.0,1.52283579375,0.0,0.0,30.961394736,8.94873037183,0.0,32.4842305298,56.8356415874,56.8356415874,0.0,1583.11,1689.73698425
220,2022-03-29 18:20:00,49.3805827075,1.94478203339,5.30435432273,0.0,2.73027875662,0.0,0.0,33.021742428,10.2382625941,0.0,35.752021184600004,56.6297190636,56.6297190636,0.0,1572.27,1660.34035492
221,2022-03-29 18:25:00,49.18487433600001,1.1696763896,4.19765040268,0.0,3.8605912410300003,0.0,0.0,33.7699499362,12.139996041500002,0.0,37.6305411772,54.5522011283,54.5522011283,0.0,1586.5,1656.01366425
222,2022-03-29 18:30:00,49.9503635332,0.491540226825,3.0960958252,0.0,2.19837677098,0.0,0.0,33.4876888787,9.55495820919,0.0,35.6860656497,53.537999585200005,53.537999585200005,0.0,1594.89,1645.84701538
